DATE,COUNT,CONE TIP,LOT NO,CONE WT,BAG WT,BAG TYPE,OPENING,PROD,SALES ,CLOSING,LOOSE CONES,BABY CONE,TOTAL KGS
04-11-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
04-11-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,395,,,395,,,23700
04-11-2019,40s PC GREY,blue star,GM7,2.00,60.00,30 CONES X 2.00,129,,,129,,,7740
04-11-2019,40s PC GREY,Violet Solid,GM8,2.00,60.00,30 CONES X 2.00,468,,,468,20,,28120
04-11-2019,40s PC GREY,Violet Zeebra,GM9,2.00,60.00,30 CONES X 2.00,425,,,425,,,25500
04-11-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
05-11-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,127,,,127,23,,7666
05-11-2019,40S PC EM01 import cotton,plain,EM14,2.00,60.00,30 CONES X 2.00,55,,,55,3,,3306
05-11-2019,40S PC EM01 import cotton,blue star,EM15,2.00,60.00,30 CONES X 2.00,16,,,16,15,1,991
05-11-2019,40S PC EM01 import cotton,Red dot,EM16,2.00,60.00,30 CONES X 2.00,244,,,244,16,1,14673
05-11-2019,40S PC EM01 import cotton,Red Solid,EM16-A,2.00,60.00,30 CONES X 2.00,498,41,,539,2866,,38072
05-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
05-11-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,670,,,670,,,40200
05-11-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
05-11-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,395,,,395,,,23700
05-11-2019,40s PC GREY,blue star,GM7,2.00,60.00,30 CONES X 2.00,129,,,129,,,7740
05-11-2019,40s PC GREY,Violet Solid,GM8,2.00,60.00,30 CONES X 2.00,468,,,468,20,,28120
05-11-2019,40s PC GREY,Violet Zeebra,GM9,2.00,60.00,30 CONES X 2.00,425,,,425,,,25500
05-11-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
06-11-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,SR01.982C/P.17.30,127,,,127,23,,7666
06-11-2019,40S PC EM01 import cotton,plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
06-11-2019,40S PC EM01 import cotton,blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
06-11-2019,40S PC EM01 import cotton,Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,244,,,244,16,,14673
06-11-2019,40S PC EM01 import cotton,Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,539,35,,574,3490,,41420
06-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
06-11-2019,40s PC GREY,Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
06-11-2019,40s PC GREY,Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
06-11-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
06-11-2019,40s PC GREY,blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
06-11-2019,40s PC GREY,Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
06-11-2019,40s PC GREY,Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
06-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,0,,,0,6080,,11491.2
07-11-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,SR01.982C/P.17.30,127,,,127,23,,7666
07-11-2019,40S PC EM01 import cotton,plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
07-11-2019,40S PC EM01 import cotton,blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
07-11-2019,40S PC EM01 import cotton,Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,244,,,244,16,,14673
07-11-2019,40S PC EM01 import cotton,Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,574,102,,676,1864,,44288
07-11-2019,40S PC EM01 import cotton,Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,,,,0,108,,216
07-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
07-11-2019,40s PC GREY,Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
07-11-2019,40s PC GREY,Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
07-11-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
07-11-2019,40s PC GREY,blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
07-11-2019,40s PC GREY,Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
07-11-2019,40s PC GREY,Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
07-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,0,,,0,6080,,11491.2
08-11-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,SR01.982C/P.17.30,127,,127,0,0,,0
08-11-2019,40S PC EM01 import cotton,plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
08-11-2019,40S PC EM01 import cotton,blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
08-11-2019,40S PC EM01 import cotton,Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,244,,,244,16,,14673
08-11-2019,40S PC EM01 import cotton,Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,676,68,,744,740,,46120
08-11-2019,40S PC EM01 import cotton,Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,,,,0,796,,1592
08-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
08-11-2019,40s PC GREY,Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
08-11-2019,40s PC GREY,Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
08-11-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
08-11-2019,40s PC GREY,blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
08-11-2019,40s PC GREY,Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
08-11-2019,40s PC GREY,Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
08-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,0,,,0,6080,,11491.2
09-11-2019,40S PC EM01 import cotton,plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
09-11-2019,40S PC EM01 import cotton,blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
09-11-2019,40S PC EM01 import cotton,Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,244,,100,144,16,,8673
09-11-2019,40S PC EM01 import cotton,Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,744,20,,764,392,,46624
09-11-2019,40S PC EM01 import cotton,Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,,15,,15,1582,,4064
09-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
09-11-2019,40s PC GREY,Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
09-11-2019,40s PC GREY,Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
09-11-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
09-11-2019,40s PC GREY,blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
09-11-2019,40s PC GREY,Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
09-11-2019,40s PC GREY,Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
09-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,0,,,0,6080,,11491.2
10-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
10-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
10-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,144,,,144,16,,8673
10-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,764,,,764,406,,46652
10-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,15,,,15,3069,,7038
10-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
10-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
10-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
10-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
10-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
10-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
10-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
10-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
11-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
11-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
11-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,144,,,144,16,,8673
11-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,764,10,,774,106,,46652
11-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,15,85,,100,1948,,9896
11-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
11-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
11-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
11-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
11-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
11-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
11-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
11-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,144,,,144,16,,8673
12-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,774,,,774,101,,46642
12-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,100,30,,130,2164,,12128
12-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
13-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
13-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
13-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,144,,,144,16,,8673
13-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,774,,,774,101,,46642
13-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,100,30,,130,2164,,12128
13-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
13-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
13-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
13-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
13-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
13-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
13-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
13-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
14-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
14-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
14-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,144,,93,51,16,,3093
14-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,777,,,777,11,,46642
14-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,171,33,,204,1528,,15296
14-11-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,,,,0,1168,,2336
14-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
14-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
14-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
14-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
14-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
14-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
14-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
14-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
15-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
15-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
15-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,144,,93,51,16,,3093
15-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,777,,,777,11,,46642
15-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,171,33,,204,1528,,15296
15-11-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,,,,0,1168,,2336
15-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
15-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
15-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
15-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
15-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
15-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
15-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
15-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
16-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
16-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
16-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,51,,,51,16,,3093
16-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,777,,,777,11,,46642
16-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,224,,,224,1183,,15806
16-11-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,41,,,41,2447,,7354
16-11-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,,,,0,313,,626
16-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
16-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
16-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
16-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
16-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
16-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
16-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
16-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
17-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
17-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
17-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,51,,,51,16,,3093
17-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,777,,,777,11,,46642
17-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,224,,,224,1365,,16170
17-11-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,41,,,41,3956,,10372
17-11-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,,,,0,677,,1354
17-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
17-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
17-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
17-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
17-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
17-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
17-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
17-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
18-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
18-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
18-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,51,,,51,16,,3093
18-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,777,,,777,11,,46642
18-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,224,,,224,1432,,16304
18-11-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,41,133,,174,1357,,13154
18-11-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,,,,0,1169,,2338
18-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
18-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
18-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
18-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
18-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
18-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
18-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
18-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
19-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
19-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
19-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,51,,,51,16,,3093
19-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,777,,,777,11,,46642
19-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,224,,,224,1432,,16304
19-11-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,174,36,,210,1718,,16036
19-11-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,,33,,33,385,,2750
19-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
19-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
19-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
19-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
19-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
19-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
19-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
19-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
20-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
20-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
20-11-2019,40S ECRU (import cotton),Red dot,EM16,2.00,60.00,SR01.982C/P.17.40,51,,,51,16,,3093
20-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,777,,,777,11,,46642
20-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,224,,,224,1432,,16304
20-11-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,210,59,,269,1434,,19008
20-11-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,33,10,,43,349,,3278
20-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
20-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
20-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
20-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
20-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
20-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
20-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
20-11-2019,32S PC 65:35,Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
